iter	RMSE
0	0.9726035201
1	0.9401557677
2	0.9123536903
3	0.8818190534
4	0.856511406
5	0.8284639961
6	0.8055108782
7	0.782276028
8	0.7566542401
9	0.7347980475
10	0.7117840652
11	0.6898596176
12	0.6673749581
13	0.6464608959
14	0.6257213334
15	0.6062536816
16	0.5884767804
17	0.5712114894
18	0.5538082509
19	0.538071265
20	0.5228352421
21	0.5083458396
22	0.4926831974
23	0.4766272979
24	0.4617777248
25	0.4485890411
26	0.4356024324
27	0.4242278962
28	0.4117579168
29	0.4014250555
30	0.3905322132
31	0.3802298355
32	0.3689004991
33	0.3580068855
34	0.3477672097
35	0.3394129681
36	0.3299790434
37	0.3208380631
38	0.3120148277
39	0.3034243945
40	0.2954521807
41	0.2880287578
42	0.2812340601
43	0.2740692104
44	0.2664934471
45	0.2597000811
46	0.2556854388
47	0.2501287968
48	0.2453707065
49	0.2398778024
50	0.2328743733
51	0.2278725234
52	0.2212835086
53	0.2155408791
54	0.2105921391
55	0.2061902856
56	0.2011867594
57	0.1959350948
58	0.1909459403
59	0.1865995002
60	0.1815175002
61	0.178235146
62	0.1741214919
63	0.1694714508
64	0.1665300975
65	0.1626469699
66	0.1599227649
67	0.1568720267
68	0.1531432196
69	0.1492162318
70	0.1457529623
71	0.1427517944
72	0.1396814924
73	0.136395287
74	0.1329339796
75	0.1298761263
76	0.1272670387
77	0.1248216637
78	0.1221626589
79	0.1201062227
80	0.1172826976
81	0.1149637782
82	0.1123639476
83	0.1101112257
84	0.1078611346
85	0.1059713484
86	0.103864651
87	0.1019085416
88	0.100039003
89	0.09832683605
90	0.09630715234
91	0.09506325086
92	0.09409870043
93	0.09334573316
94	0.09239143917
95	0.09086315356
96	0.08984027919
97	0.08865432862
98	0.08681627723
99	0.08575055606
100	0.08427739894
101	0.08313626181
102	0.08166664866
103	0.08062833979
104	0.07899947955
105	0.07772008698
106	0.07674680754
107	0.07612704054
108	0.07507628097
109	0.07388910986
110	0.0728120965
111	0.07205211504
112	0.07104505896
113	0.07000253163
114	0.06898455725
115	0.06795147251
116	0.06699656498
117	0.06610715804
118	0.06526225193
119	0.06440392506
120	0.06358021817
121	0.06274026997
122	0.06236923827
123	0.06169759394
124	0.06111957607
125	0.06040702076
126	0.0597919158
127	0.05943460055
128	0.05913509363
129	0.05864252513
130	0.05805462223
131	0.0575887478
132	0.05711110819
133	0.05659353783
134	0.05625178363
135	0.05578536372
136	0.05537120141
137	0.05502635009
138	0.05463699344
139	0.05433753158
140	0.05406787071
141	0.0536923922
142	0.05329566921
143	0.05305114218
144	0.05280655554
145	0.05253709727
146	0.05226762644
147	0.05192600102
148	0.05158939717
149	0.05138720655
150	0.051207705
151	0.05102454009
152	0.05078193566
153	0.05045629375
154	0.0502168736
155	0.04991615446
156	0.04965436629
157	0.04935162729
158	0.04905448076
159	0.04880908644
160	0.04853628244
161	0.04830922992
162	0.04811302844
163	0.04787373147
164	0.04764335269
165	0.04733954556
166	0.04715807045
167	0.04703209207
168	0.04684455543
169	0.04662803603
170	0.04642042332
171	0.04624659068
172	0.04614255933
173	0.04591529425
174	0.04571268495
175	0.04550706455
176	0.04534103989
177	0.04522644367
178	0.04508119679
179	0.04491712393
180	0.04474344541
181	0.04460160183
182	0.04443078417
183	0.04430522424
184	0.04414548701
185	0.04405278969
186	0.04381164
