iter	Passed	Remaining
0	68	68401
1	68	34418
2	69	23053
3	69	17382
4	70	13970
5	70	11705
6	71	10077
7	71	8863
8	72	7928
9	72	7168
10	72	6559
11	73	6031
12	73	5587
13	74	5213
14	74	4890
15	74	4602
16	75	4347
17	75	4126
18	76	3929
19	76	3750
20	76	3586
21	77	3437
22	77	3305
23	78	3187
24	78	3075
25	79	2973
26	79	2877
27	80	2789
28	80	2705
29	81	2630
30	81	2557
31	82	2488
32	82	2426
33	83	2365
34	83	2310
35	84	2255
36	84	2205
37	85	2158
38	85	2110
39	86	2067
40	86	2023
41	86	1982
42	87	1947
43	87	1911
44	88	1877
45	88	1843
46	89	1813
47	89	1784
48	90	1752
49	90	1725
50	91	1699
51	91	1674
52	92	1647
53	92	1623
54	93	1599
55	93	1578
56	94	1557
57	94	1537
58	95	1516
59	95	1497
60	95	1476
61	96	1459
62	96	1441
63	97	1423
64	97	1407
65	98	1392
66	98	1376
67	99	1359
68	99	1343
69	99	1327
70	100	1313
71	100	1298
72	101	1286
73	101	1275
74	102	1263
75	102	1249
76	103	1236
77	103	1224
78	104	1214
79	104	1202
80	105	1192
81	105	1183
82	106	1174
83	106	1164
84	107	1153
85	107	1144
86	108	1133
87	108	1123
88	108	1113
89	109	1105
90	109	1096
91	110	1085
92	110	1075
93	110	1066
94	111	1057
95	111	1050
96	111	1042
97	112	1034
98	112	1028
99	113	1021
100	113	1014
101	114	1008
102	114	1000
103	115	993
104	115	986
105	116	979
106	116	973
107	117	966
108	117	960
109	118	955
110	118	949
111	119	943
112	119	937
113	120	932
114	120	926
115	120	920
116	121	914
117	121	908
118	121	902
119	122	897
120	122	892
121	123	888
122	123	883
123	124	879
124	124	873
125	125	868
126	125	863
127	125	858
128	126	853
129	126	849
130	127	845
131	127	841
132	128	836
133	128	831
134	129	827
135	129	823
136	130	819
137	130	814
138	130	810
139	131	806
140	131	801
141	132	797
142	132	793
143	132	789
144	133	785
145	133	782
146	134	778
147	134	774
148	134	771
149	135	767
150	135	763
151	136	759
152	136	756
153	137	753
154	137	750
155	138	747
156	138	744
157	139	741
158	139	739
159	140	736
160	140	733
161	141	730
162	141	727
163	142	724
164	142	722
165	143	718
166	143	715
167	143	713
168	144	710
169	144	707
170	145	704
171	145	701
172	146	698
173	146	695
174	147	693
175	147	691
176	148	688
177	148	686
178	149	683
179	149	680
180	149	678
181	150	675
182	150	674
183	151	671
184	151	668
185	152	666
186	152	664
187	153	662
188	153	660
189	154	658
190	154	656
191	155	653
192	155	651
193	156	649
194	156	646
195	157	644
196	157	642
197	158	640
198	158	637
199	158	635
200	159	633
201	159	631
202	160	629
203	160	627
204	161	625
205	161	623
206	162	621
207	162	619
208	163	617
209	163	615
210	163	613
211	164	610
212	164	608
213	164	605
214	165	604
215	165	602
216	166	600
217	166	598
218	167	596
219	167	594
220	168	593
221	168	591
222	169	589
223	169	588
224	170	586
225	170	585
226	171	583
227	171	581
228	172	580
229	172	578
230	173	576
231	173	574
232	174	573
233	174	571
234	174	569
235	175	567
236	175	566
237	176	564
238	176	562
239	177	561
240	177	559
241	177	557
242	178	555
243	178	553
244	179	551
245	179	550
246	179	548
247	180	547
248	180	545
249	181	545
250	182	543
251	182	542
252	183	540
253	183	539
254	184	537
255	184	536
256	184	534
257	185	533
258	185	531
259	186	530
260	186	529
261	187	527
262	187	526
263	188	525
264	188	523
265	189	522
266	189	520
267	190	519
268	190	517
269	191	516
270	191	515
271	192	514
272	192	512
273	193	511
274	193	510
275	193	508
276	194	507
277	194	505
278	195	504
279	195	503
280	196	501
281	196	500
282	197	499
283	197	498
284	197	496
285	198	495
286	198	493
287	199	492
288	199	491
289	200	490
290	200	489
291	201	487
292	201	486
293	202	485
294	202	484
295	203	483
296	203	481
297	203	480
298	204	479
299	205	479
300	205	477
301	206	476
302	206	474
303	206	473
304	207	472
305	207	471
306	208	469
307	208	468
308	208	466
309	209	465
310	209	464
311	209	462
312	210	461
313	210	460
314	210	458
315	211	457
316	211	456
317	212	455
318	212	454
319	213	452
320	213	451
321	213	450
322	214	448
323	214	447
324	215	446
325	215	445
326	215	444
327	216	442
328	216	441
329	217	440
330	217	439
331	217	438
332	218	436
333	218	435
334	218	434
335	219	433
336	219	432
337	219	430
338	220	429
339	220	428
340	221	427
341	221	426
342	222	425
343	222	424
344	223	423
345	223	422
346	223	421
347	224	420
348	224	419
349	225	418
350	225	417
351	226	416
352	226	415
353	226	413
354	227	412
355	227	411
356	228	410
357	228	409
358	229	409
359	229	408
360	229	406
361	230	405
362	230	404
363	231	404
364	231	403
365	232	402
366	232	401
367	233	400
368	233	399
369	233	398
370	234	397
371	234	396
372	235	395
373	235	394
374	236	393
375	236	392
376	237	391
377	237	390
378	237	389
379	238	388
380	238	387
381	239	386
382	239	385
383	239	384
384	240	383
385	240	383
386	241	382
387	241	381
388	242	380
389	242	379
390	243	378
391	243	377
392	243	376
393	244	375
394	244	374
395	245	373
396	245	373
397	246	372
398	246	371
399	246	370
400	247	369
401	247	368
402	248	368
403	249	367
404	249	366
405	249	365
406	250	364
407	250	364
408	251	363
409	252	362
410	252	361
411	253	361
412	253	360
413	253	359
414	254	358
415	254	357
416	255	356
417	255	355
418	256	355
419	256	354
420	257	353
421	257	352
422	257	351
423	258	350
424	258	350
425	259	349
426	259	348
427	260	347
428	260	346
429	260	345
430	261	344
431	261	344
432	262	343
433	262	342
434	263	341
435	263	341
436	264	340
437	264	339
438	265	339
439	265	338
440	266	337
441	266	336
442	267	336
443	267	335
444	268	334
445	268	333
446	269	333
447	269	332
448	270	331
449	270	330
450	271	330
451	271	329
452	272	328
453	272	327
454	273	327
455	273	326
456	274	325
457	274	324
458	274	324
459	275	323
460	275	322
461	276	321
462	276	320
463	277	320
464	277	319
465	278	318
466	278	317
467	278	317
468	279	316
469	279	315
470	280	314
471	280	314
472	281	313
473	281	312
474	281	311
475	282	310
476	282	310
477	283	309
478	283	308
479	284	307
480	284	307
481	285	306
482	285	306
483	286	305
484	286	304
485	287	303
486	287	303
487	288	302
488	288	301
489	289	301
490	289	300
491	290	299
492	290	298
493	290	297
494	291	297
495	291	296
496	292	295
497	292	294
498	292	293
499	293	293
500	293	292
501	294	292
502	294	291
503	295	290
504	295	289
505	295	288
506	296	288
507	296	287
508	297	286
509	297	286
510	298	285
511	298	284
512	298	283
513	299	283
514	299	282
515	300	281
516	300	280
517	301	280
518	301	279
519	301	278
520	302	278
521	302	277
522	303	276
523	303	275
524	304	275
525	304	274
526	304	273
527	305	272
528	305	272
529	306	271
530	306	270
531	306	269
532	307	269
533	307	268
534	308	267
535	308	267
536	309	266
537	309	265
538	309	265
539	310	264
540	311	263
541	311	263
542	311	262
543	312	262
544	313	261
545	313	260
546	314	260
547	314	259
548	315	258
549	315	258
550	316	257
551	316	256
552	317	256
553	317	255
554	318	255
555	318	254
556	318	253
557	319	253
558	319	252
559	320	251
560	320	251
561	321	250
562	321	249
563	321	248
564	322	248
565	322	247
566	323	247
567	323	246
568	324	245
569	324	245
570	325	244
571	325	243
572	326	243
573	326	242
574	327	241
575	327	241
576	328	240
577	328	239
578	328	239
579	329	238
580	329	237
581	330	237
582	330	236
583	331	235
584	331	235
585	332	234
586	332	234
587	333	233
588	333	232
589	333	231
590	334	231
591	334	230
592	334	229
593	335	229
594	335	228
595	336	227
596	336	227
597	336	226
598	337	225
599	337	225
600	338	224
601	338	223
602	339	223
603	339	222
