iter	Passed	Remaining
0	56	56920
1	57	28909
2	58	19553
3	59	14814
4	60	12034
5	61	10113
6	62	8802
7	63	7813
8	63	7028
9	64	6383
10	64	5843
11	65	5413
12	66	5036
13	66	4710
14	67	4456
15	68	4211
16	68	3989
17	69	3794
18	70	3618
19	71	3479
20	71	3337
21	72	3204
22	72	3085
23	73	2976
24	74	2904
25	75	2830
26	76	2745
27	76	2666
28	77	2589
29	77	2511
30	78	2444
31	78	2381
32	79	2327
33	80	2273
34	82	2284
35	83	2234
36	84	2209
37	85	2163
38	85	2118
39	86	2077
40	87	2036
41	87	1998
42	88	1960
43	91	1991
44	92	1965
45	93	1937
46	94	1908
47	94	1882
48	95	1855
49	96	1827
50	97	1807
51	97	1783
52	98	1759
53	98	1734
54	100	1723
55	101	1705
56	102	1687
57	102	1670
58	103	1653
59	104	1634
60	106	1646
61	107	1628
62	108	1608
63	108	1590
64	109	1569
65	109	1553
66	110	1538
67	110	1520
68	112	1517
69	113	1505
70	114	1493
71	114	1481
72	115	1469
73	116	1455
74	117	1448
75	118	1436
76	118	1424
77	119	1411
78	119	1396
79	120	1384
80	120	1371
81	121	1358
82	122	1347
83	123	1350
84	124	1341
85	125	1333
86	126	1325
87	127	1318
88	127	1307
89	129	1306
90	129	1297
91	130	1287
92	130	1276
93	131	1267
94	132	1258
95	132	1248
96	133	1240
97	134	1237
98	134	1228
99	135	1222
100	136	1215
101	137	1209
102	137	1201
103	138	1194
104	139	1190
105	140	1181
106	140	1176
107	141	1168
108	142	1161
109	142	1154
110	143	1147
111	143	1139
112	144	1136
113	145	1129
114	145	1122
115	146	1114
116	146	1108
117	147	1101
118	147	1095
119	148	1088
120	149	1082
121	149	1078
122	150	1072
123	150	1066
124	151	1059
125	151	1052
126	152	1046
127	152	1040
128	154	1044
129	155	1040
130	156	1037
131	157	1032
132	157	1027
133	158	1022
134	158	1017
135	159	1011
136	159	1005
137	160	1000
138	160	995
139	161	991
140	161	986
141	162	982
142	163	976
143	163	971
144	163	965
145	164	961
146	164	957
147	165	953
148	166	949
149	166	945
150	167	940
151	167	936
152	168	931
153	168	926
154	169	921
155	169	916
156	169	912
157	170	908
158	170	903
159	171	899
160	171	894
161	172	890
162	172	886
163	173	882
164	173	879
165	174	876
166	175	873
167	175	869
168	175	865
169	176	861
170	177	858
171	177	855
172	178	852
173	178	848
174	179	845
175	179	841
176	180	838
177	180	834
178	181	831
179	181	828
180	182	825
181	182	821
182	183	818
183	183	815
184	184	812
185	184	808
186	185	804
187	185	801
188	185	798
189	186	795
190	186	791
191	187	788
192	187	784
193	188	781
194	188	778
195	188	775
196	189	772
197	189	769
198	190	767
199	191	765
200	191	761
201	191	758
202	192	754
203	192	751
204	193	748
205	193	745
206	193	743
207	194	740
208	194	737
209	195	734
210	196	733
211	196	730
212	196	727
213	197	725
214	197	722
215	198	719
216	198	717
217	199	714
218	199	711
219	200	709
