iter	RMSE
154	0.3157798799
155	0.314284959
156	0.3127246451
157	0.3111139505
158	0.3099055783
159	0.3078350075
160	0.3062698245
161	0.3047362876
162	0.3033820611
163	0.3016423759
164	0.3002141251
165	0.2987179353
166	0.2972930809
167	0.2958410752
168	0.2950076314
169	0.2936977612
170	0.2921193462
171	0.2909046328
172	0.2896237771
173	0.287790982
174	0.2865532612
175	0.2851186212
176	0.2838463839
177	0.2832928933
178	0.2822280443
179	0.2806647034
180	0.2793000474
181	0.2779258579
182	0.2766829103
183	0.2752332123
184	0.2742722366
185	0.2732874495
186	0.2717231905
187	0.2702175758
188	0.2687865571
189	0.267865993
190	0.2666592293
191	0.2652209281
192	0.2641444217
193	0.2631148174
194	0.262056912
195	0.2613345255
196	0.260258362
197	0.2592650071
198	0.2585385407
199	0.2579056314
200	0.2569723083
201	0.2562440307
202	0.2550204781
203	0.2542024422
204	0.2531853675
205	0.2523310518
206	0.2508793618
207	0.2494559587
208	0.2482032705
209	0.2470825309
210	0.2460838309
211	0.245076305
212	0.2441265552
213	0.243220932
214	0.2424103551
215	0.2413894383
216	0.2406242922
217	0.2395738689
218	0.2386910756
219	0.2378365633
220	0.2368973286
221	0.2360410846
222	0.2352283938
223	0.2342447066
224	0.2332108564
225	0.2320360536
226	0.2313847691
227	0.230288416
228	0.2294319206
229	0.2282955421
230	0.2273682905
231	0.2264806839
232	0.2255686201
233	0.2248625444
234	0.2239970716
235	0.2231149483
236	0.2224928679
237	0.2216048786
238	0.220720255
239	0.2199813858
240	0.2195887687
241	0.2186449089
242	0.2176590803
243	0.2166319693
244	0.2158267628
245	0.2150609838
246	0.2143106056
247	0.2136620132
248	0.2127930787
249	0.2119921876
250	0.2114505927
251	0.2106354072
252	0.2097935907
253	0.2090196557
254	0.2083279121
255	0.2076519699
256	0.2069901358
257	0.2064408818
258	0.2059123274
259	0.2054703758
260	0.2049049796
261	0.2043578613
262	0.2038260117
263	0.2031332091
264	0.2027095259
265	0.2021930727
266	0.2015893615
267	0.2011998894
268	0.2004946205
269	0.1996879352
270	0.1991374577
271	0.1985435376
272	0.1977553654
273	0.1973989643
274	0.196904681
275	0.1961121684
276	0.1956623715
277	0.1951931136
278	0.1943485033
279	0.1936610081
280	0.19305353
281	0.1923643531
282	0.1918851083
283	0.1914460377
284	0.190961893
285	0.1904847446
286	0.1900888816
287	0.1897100555
288	0.1889404493
289	0.1883685423
290	0.1879813481
291	0.1872827057
292	0.1869300914
293	0.1862708057
294	0.1859003209
295	0.1854595321
296	0.1850009298
297	0.1846963778
298	0.1842717995
299	0.1839556919
300	0.1832431342
301	0.1828260264
302	0.1824465279
303	0.1820302163
304	0.1816879481
305	0.1813740587
306	0.1808410015
307	0.1802581187
308	0.1799798122
309	0.179401187
310	0.1789001933
311	0.1786024281
312	0.1782768748
313	0.1774489021
314	0.1770994493
315	0.1766297338
316	0.1761829155
317	0.1759110966
318	0.1756465762
319	0.1751761243
320	0.1749478743
321	0.1743623833
322	0.1740905829
323	0.173352583
324	0.1728388805
325	0.1722674022
326	0.1718157853
327	0.1715705259
328	0.1710024427
329	0.1705122586
330	0.1696521719
331	0.1694406783
332	0.1691557807
333	0.1684325328
334	0.1680132126
335	0.1677118397
336	0.1671770118
337	0.1669030509
338	0.1666730371
339	0.1660568822
340	0.1653920574
341	0.1647008732
342	0.1640959019
343	0.1635821883
344	0.1630807506
345	0.1623988847
346	0.1621558132
347	0.1616691317
348	0.1611944374
349	0.1607314365
350	0.1600748771
351	0.1594254543
352	0.1588653044
353	0.1586844928
354	0.1585066226
355	0.1580274674
356	0.1578444095
357	0.1575472958
358	0.1570960028
359	0.1565649853
360	0.1561021733
361	0.1555980378
362	0.155105237
363	0.1544831676
364	0.1540568032
365	0.1538951901
366	0.1534150032
367	0.1531810844
368	0.152574164
369	0.1522076932
370	0.1516122638
371	0.1513581619
372	0.1507738073
373	0.1501923912
374	0.1497018404
375	0.1494220768
376	0.1490518128
377	0.1485289342
378	0.1480748668
379	0.1475726209
380	0.1471291871
381	0.1466356367
382	0.146493633
383	0.1461377294
384	0.1456531428
385	0.1454328038
386	0.1449575719
387	0.144490238
388	0.1440306651
389	0.1435787188
390	0.142874712
391	0.1425237797
392	0.1420075037
393	0.1416379942
394	0.1411217741
395	0.1409009562
396	0.1405641483
397	0.1400146163
398	0.139653499
399	0.1394093867
400	0.1392408653
401	0.1387720818
402	0.1383337462
403	0.1378924996
404	0.137254533
405	0.1368684582
406	0.1363746831
407	0.1359981845
408	0.1356717039
409	0.135230383
410	0.1350090303
411	0.1347916633
412	0.1343620239
413	0.1339312398
414	0.1335095409
415	0.133074918
416	0.1327042021
417	0.1323146829
418	0.1321022282
419	0.1316766568
420	0.1311009383
421	0.1307437927
422	0.1305363092
423	0.1301245095
424	0.1295003014
425	0.129119176
426	0.1289169816
427	0.1283443453
428	0.1277979107
429	0.1274663584
430	0.1272728559
431	0.1269771559
432	0.1264346376
433	0.1260578683
434	0.12569002
435	0.1251618664
436	0.1248040956
437	0.1245239897
438	0.1240164485
439	0.1238618043
440	0.1235830713
441	0.1230758259
442	0.1229248827
443	0.1225824334
444	0.1223107579
445	0.1220423859
446	0.1215464586
447	0.1213986273
448	0.1211370345
449	0.1208310371
450	0.1206873425
451	0.1203917706
452	0.1200672345
453	0.1198929311
454	0.1195768993
455	0.1193111927
456	0.1190273271
457	0.1186827605
458	0.1184813448
459	0.1182841322
460	0.1178042296
461	0.1176113686
462	0.117463563
463	0.1170146435
464	0.1168705844
465	0.1165026066
466	0.1164241398
467	0.1161123336
468	0.1157196489
469	0.1153585919
470	0.1150415117
471	0.1147311124
472	0.1144880104
473	0.1141432599
474	0.1138602194
475	0.113623557
476	0.1132551524
477	0.113023746
478	0.1126084774
479	0.1124558294
480	0.1123064489
481	0.1118221111
482	0.1115167997
483	0.1111706422
484	0.1110237514
485	0.1105489017
486	0.1104045215
487	0.1099400619
488	0.1097981845
489	0.1093392381
490	0.1092470012
491	0.1087985594
492	0.1087077201
493	0.1084400977
494	0.1081055963
495	0.1080158234
496	0.107927637
497	0.1074894021
498	0.1071469538
499	0.1070599605
500	0.1069268486
501	0.1064955958
502	0.106326611
503	0.1059006369
504	0.105734956
505	0.105572767
506	0.1052142147
507	0.1048488675
508	0.1046916176
509	0.1043381509
510	0.1041837413
511	0.1039343345
512	0.103622754
513	0.1034967106
514	0.1033728543
515	0.103126856
516	0.102980809
517	0.1025764365
518	0.1024328867
519	0.1021917593
520	0.1021102433
521	0.1018719444
522	0.1015310002
523	0.1012461954
524	0.1009665358
525	0.100886498
526	0.1006562647
527	0.1001505494
528	0.09982206596
529	0.09954784802
530	0.09943087492
531	0.09923778372
532	0.09901133724
533	0.09893379072
534	0.09855462244
535	0.09806426704
536	0.09758326512
537	0.09739760218
538	0.09692646673
539	0.09646433572
540	0.09614091293
541	0.09582678727
542	0.09564478906
543	0.09553419436
544	0.09535542818
545	0.09490485332
546	0.09447103882
547	0.09421086014
548	0.09391701086
549	0.09381044573
550	0.09358904977
551	0.09346397778
552	0.09324872844
553	0.09312656797
554	0.09290998138
555	0.09273660585
556	0.09252314779
557	0.09242888157
558	0.09221784105
559	0.09212510729
560	0.09191645395
561	0.09171036472
562	0.09116790914
563	0.09110012151
564	0.09067248994
565	0.0904455035
566	0.08996739987
567	0.08946603704
568	0.08906537222
569	0.0888227517
570	0.08858605513
571	0.08845024878
572	0.08824664811
573	0.08802960019
574	0.08788986814
575	0.08776007687
576	0.08763886057
577	0.08729494585
578	0.08695680506
579	0.08676306232
580	0.08643098738
581	0.08629577572
582	0.08596911755
583	0.08568040357
584	0.08529113134
585	0.08490935547
586	0.08479460482
587	0.08447948042
588	0.0841696464
589	0.08380281587
590	0.08354734556
591	0.0833344159
592	0.08315649378
593	0.08301031176
594	0.08286674905
595	0.08269350392
596	0.08251805115
597	0.08234681348
598	0.08220617814
599	0.08201695589
600	0.0817380414
601	0.08160182783
602	0.08154624112
603	0.0812732112
604	0.08091528524
605	0.08084599558
606	0.08054910532
607	0.0802572014
608	0.07991478515
609	0.07962956157
610	0.0792886277
611	0.07905496228
612	0.07886161965
613	0.07866710508
614	0.07844241653
615	0.0783403539
616	0.07827255822
617	0.07803626966
618	0.07786256346
619	0.07779893802
620	0.07752551847
621	0.07725667458
622	0.07699232793
623	0.07673240144
624	0.07636179964
625	0.07617905282
626	0.07593648482
627	0.07575923081
628	0.07555166176
629	0.07542302139
630	0.07532910524
631	0.07523728143
632	0.0750531927
633	0.07492861321
634	0.07477633272
635	0.07462815684
636	0.07457815433
637	0.07432791777
638	0.07406777642
639	0.0740095399
640	0.07376393902
641	0.07352244385
642	0.07328498412
643	0.07310260212
644	0.07287003737
645	0.07269325691
646	0.07238245043
647	0.07220072617
648	0.07202747206
649	0.0718794569
650	0.07157729563
651	0.07143303686
652	0.07125566872
653	0.07096071103
654	0.07075153886
655	0.07057235153
656	0.07029306625
657	0.07011669202
658	0.06984384637
659	0.06958188387
660	0.0694636808
661	0.06932763864
662	0.06915496791
663	0.06889824127
664	0.0687661548
665	0.06855868816
666	0.06839197916
667	0.06823344673
668	0.06804224999
669	0.06779257477
670	0.06765915491
671	0.06753269847
672	0.06737627703
673	0.0672146737
674	0.06702853922
675	0.06677050884
676	0.06673330184
677	0.06650425628
678	0.06639728939
679	0.06617129759
680	0.06591928685
681	0.06587801172
682	0.06583723368
683	0.06579694673
684	0.0655708642
685	0.06532468319
686	0.06528489187
687	0.06502634395
688	0.06498276277
689	0.06482424146
690	0.06479465825
691	0.06457355005
692	0.06454419546
693	0.06439372074
694	0.06417439923
695	0.06395881333
696	0.06385668078
697	0.06369199038
698	0.0634552749
699	0.0633038712
700	0.06309070258
701	0.06298708032
702	0.06289858261
703	0.06268910356
704	0.06245939726
705	0.06235760626
706	0.06231393935
707	0.06227185159
708	0.06199531879
709	0.06177076594
710	0.06167104401
711	0.06159318141
712	0.06155139379
713	0.06116741052
714	0.06112643709
715	0.06074877903
716	0.06071217615
717	0.06034057676
718	0.06030435121
719	0.06010558952
720	0.06006957301
721	0.05980907972
722	0.05962662368
723	0.05959102418
724	0.05933427855
725	0.05917389243
726	0.05898456467
727	0.05881276745
728	0.05862122812
729	0.0585856022
730	0.05855048412
731	0.0583616036
732	0.05814912495
733	0.05811431826
734	0.05786535079
735	0.05772807638
736	0.05761079117
737	0.05757623009
738	0.05754215427
739	0.05750855481
740	0.05747542308
741	0.05723537474
742	0.05709495316
743	0.05686162936
744	0.05674814141
745	0.05661956067
746	0.05648285303
747	0.05614078829
748	0.05594543922
749	0.05577963384
750	0.05568427132
751	0.05552745212
752	0.05536473322
753	0.05522301047
754	0.05506874382
755	0.05492983713
756	0.05484344608
757	0.05451328891
758	0.05443114887
759	0.05433914954
760	0.0542482694
761	0.05416014122
762	0.05394337353
763	0.05385762956
764	0.05366035316
765	0.05356662089
766	0.05348877623
767	0.05327664385
768	0.0530841996
769	0.05287723845
770	0.05277601153
771	0.05267712264
772	0.05258760261
773	0.05238492316
774	0.05235533709
775	0.05232615471
776	0.05224424465
777	0.05197421437
778	0.05177752351
779	0.05155763782
780	0.05152913043
781	0.05132356542
782	0.05113186915
783	0.05086515644
784	0.05078717298
785	0.05053209982
786	0.05034569686
787	0.05016301975
788	0.04995258664
789	0.0497460289
790	0.04966934572
791	0.04949232525
792	0.04928999262
793	0.04921193035
794	0.04903910237
795	0.04901161324
796	0.04881296838
797	0.04864399143
798	0.04861676986
799	0.04854076907
800	0.04834575031
801	0.04818137633
802	0.04815458669
803	0.04796339837
804	0.04788903293
805	0.04769694426
806	0.04762290373
807	0.04746379413
808	0.04723881702
809	0.04716666228
810	0.04697976844
811	0.04682568189
812	0.04680003582
813	0.04661681434
814	0.04643542686
815	0.04636436765
816	0.04627403237
817	0.04624881554
818	0.04620644539
819	0.04601396699
820	0.04598910145
821	0.04596457443
822	0.04594038014
823	0.04587119451
824	0.04578024283
825	0.04571226982
826	0.04552243714
827	0.04543693551
828	0.04534971496
829	0.04528012718
830	0.0452129092
831	0.04503378365
832	0.04496881877
833	0.04490269523
834	0.04471832845
835	0.04464633905
836	0.0445656009
837	0.04453707517
838	0.04444948863
839	0.04442633603
840	0.04440349828
841	0.04438097004
842	0.04419943941
843	0.04406584254
844	0.04400073333
845	0.04393661049
846	0.04387400339
847	0.04373015518
848	0.04366976733
849	0.04349372821
850	0.04343147287
851	0.04329144208
852	0.04322434068
853	0.04309628044
854	0.04303872023
855	0.04298313408
856	0.04281243037
857	0.04275176292
858	0.04261566433
859	0.04254937514
860	0.04244298431
861	0.04230869246
862	0.04220456121
863	0.04208601856
864	0.04195299913
865	0.04191926795
866	0.04182381104
867	0.04166054241
868	0.04163515797
869	0.04158295827
870	0.04145298664
871	0.04133277561
872	0.04120484821
873	0.04117970922
874	0.04114036637
875	0.04106137081
876	0.04102289231
877	0.04094569473
878	0.04078802312
879	0.04068531675
880	0.04056251201
881	0.04052500623
882	0.0404691246
883	0.04042050302
884	0.04029590397
885	0.04022048321
886	0.0401659747
887	0.04001392396
888	0.03990366802
889	0.0398815615
890	0.03975908067
891	0.03973715825
892	0.03954062031
893	0.0394205512
894	0.03937487238
895	0.0393278031
896	0.03927556179
897	0.03915523022
898	0.03910952789
899	0.03901749186
900	0.03896644198
901	0.03885092766
902	0.03877766282
903	0.03868318702
904	0.03863304609
905	0.03852054141
906	0.03846139831
907	0.03831904747
908	0.03826975057
909	0.03813103151
910	0.03808254276
911	0.03803483928
912	0.03794327844
913	0.03781800785
914	0.03771153908
915	0.03769047659
916	0.03761324541
917	0.03759145593
918	0.03757080599
919	0.03749895537
920	0.03738722855
921	0.03736316737
922	0.03727703081
923	0.03725322503
924	0.03720646362
925	0.03718394976
926	0.03713808214
927	0.0370057104
928	0.03692983965
929	0.03677102798
930	0.03672570371
931	0.03661675723
932	0.03651532003
933	0.03640930407
934	0.03637440976
935	0.03633823354
936	0.03630108392
937	0.03623526681
938	0.0360601951
939	0.0359552916
940	0.03592950151
941	0.03586555443
942	0.03579246225
943	0.03577202652
944	0.03569989194
945	0.03560442165
946	0.03553719074
947	0.03547466344
948	0.03544948531
949	0.03537787646
950	0.03535806776
951	0.03526565223
952	0.0352045011
953	0.03513355302
954	0.03511411486
955	0.03504827153
956	0.03497811489
957	0.03489705407
958	0.03477718261
959	0.03471777554
960	0.03464844581
961	0.03456075443
962	0.0345366306
963	0.03441973021
964	0.0343341626
965	0.03421976498
966	0.03413620282
967	0.03408149255
968	0.03400020257
969	0.03389916916
970	0.03384494151
971	0.03379140479
972	0.03374602695
973	0.0336931102
974	0.03358180326
975	0.03353738548
976	0.03348506479
977	0.03343617154
978	0.03337368179
979	0.03331464018
980	0.03327103563
981	0.03320492021
982	0.03312139224
983	0.03307122026
984	0.03302855073
985	0.03297584844
986	0.0328943297
987	0.03285277737
988	0.03280112084
989	0.03272119228
990	0.03266947739
991	0.03262904933
992	0.03255021135
993	0.03249493936
994	0.03245215333
995	0.03241707957
996	0.0323704602
997	0.03229389842
998	0.03224547555
999	0.03220591814
