iter	Passed	Remaining
500	285	284
501	285	283
502	286	282
503	286	282
504	287	281
505	287	280
506	287	280
507	288	279
508	288	278
509	289	277
510	289	277
511	290	276
512	290	275
513	291	275
514	291	274
515	292	273
516	292	273
517	292	272
518	293	271
519	293	271
520	294	270
521	294	269
522	295	269
523	295	268
524	296	267
525	296	267
526	296	266
527	297	265
528	297	265
529	298	264
530	298	263
531	298	262
532	299	262
533	299	261
534	300	260
535	300	260
536	301	259
537	301	258
538	301	258
539	302	257
540	302	256
541	302	255
542	303	255
543	303	254
544	304	254
545	304	253
546	304	252
547	305	251
548	305	251
549	306	250
550	306	249
551	307	249
552	307	248
553	307	247
554	308	247
555	308	246
556	309	245
557	309	245
558	309	244
559	310	243
560	310	243
561	310	242
562	311	241
563	311	240
564	312	240
565	312	239
566	312	238
567	313	238
568	313	237
569	313	236
570	314	236
571	314	235
572	315	235
573	315	234
574	316	233
575	316	233
576	317	232
577	317	231
578	317	231
579	318	230
580	318	229
581	319	229
582	319	228
583	320	228
584	320	227
585	321	226
586	321	226
587	322	225
588	322	225
589	323	224
590	323	223
591	323	223
592	324	222
593	324	222
594	325	221
595	325	220
596	326	220
597	326	219
598	327	219
599	327	218
600	328	217
601	328	217
602	329	216
603	329	215
604	329	215
605	330	214
606	330	214
607	331	213
608	331	212
609	332	212
610	332	211
611	332	210
612	333	210
613	333	209
614	334	209
615	334	208
616	335	208
617	335	207
618	336	206
619	336	206
620	336	205
621	337	205
622	337	204
623	338	203
624	338	203
625	339	202
626	339	202
627	340	201
628	340	200
629	341	200
630	341	199
631	341	199
632	342	198
633	342	197
634	343	197
635	343	196
636	344	196
637	344	195
638	344	194
639	345	194
640	345	193
641	346	193
642	346	192
643	347	191
644	347	191
645	348	190
646	348	190
647	349	189
648	349	188
649	349	188
650	350	187
651	350	187
652	351	186
653	351	186
654	352	185
655	352	184
656	352	184
657	353	183
658	353	183
659	354	182
660	354	182
661	355	181
662	355	180
663	356	180
664	356	179
665	357	179
666	357	178
667	357	177
668	358	177
669	358	176
670	359	176
671	359	175
672	360	174
673	360	174
674	360	173
675	361	173
676	361	172
677	362	171
678	362	171
679	363	170
680	363	170
681	363	169
682	364	168
683	364	168
684	364	167
685	365	167
686	365	166
687	366	166
688	366	165
689	366	164
690	367	164
691	367	163
692	368	163
693	369	162
694	369	162
695	369	161
696	370	160
697	370	160
698	370	159
699	371	159
700	371	158
701	372	157
702	372	157
703	373	156
704	373	156
705	373	155
706	374	155
707	374	154
708	375	154
709	375	153
710	376	152
711	376	152
712	377	151
713	377	151
714	378	150
715	378	150
716	379	149
717	379	149
718	379	148
719	380	147
720	380	147
721	381	146
722	381	146
723	381	145
724	382	144
725	382	144
726	382	143
727	383	143
728	383	142
729	384	142
730	384	141
731	384	140
732	385	140
733	385	139
734	386	139
735	386	138
736	387	138
737	387	137
738	387	136
739	388	136
740	388	135
741	389	135
742	389	134
743	390	134
744	390	133
745	391	133
746	391	132
747	392	132
748	392	131
749	392	130
750	393	130
751	393	129
752	394	129
753	394	128
754	395	128
755	395	127
756	396	127
757	396	126
758	397	126
759	397	125
760	398	125
761	398	124
762	399	123
763	399	123
764	399	122
765	400	122
766	400	121
767	401	121
768	401	120
769	402	120
770	402	119
771	403	119
772	403	118
773	404	118
774	404	117
775	404	116
776	405	116
777	405	115
778	406	115
779	406	114
780	407	114
781	407	113
782	408	113
783	408	112
784	409	112
785	409	111
786	410	111
787	410	110
788	411	109
789	411	109
790	411	108
791	412	108
792	412	107
793	413	107
794	413	106
795	414	106
796	414	105
797	415	105
798	415	104
799	415	103
800	416	103
801	416	102
802	416	102
803	417	101
804	417	101
805	418	100
806	418	100
807	419	99
808	419	99
809	419	98
810	420	97
811	420	97
812	420	96
813	421	96
814	421	95
815	422	95
816	422	94
817	422	94
818	423	93
819	423	93
820	424	92
821	424	91
822	424	91
823	425	90
824	425	90
825	426	89
826	426	89
827	426	88
828	427	88
829	427	87
830	428	87
831	428	86
832	429	86
833	429	85
834	429	84
835	430	84
836	430	83
837	431	83
838	431	82
839	431	82
840	432	81
841	432	81
842	433	80
843	433	80
844	434	79
845	434	79
846	435	78
847	435	78
848	436	77
849	436	77
850	437	76
851	437	75
852	437	75
853	438	74
854	438	74
855	439	73
856	439	73
857	440	72
858	440	72
859	441	71
860	441	71
861	441	70
862	442	70
863	442	69
864	443	69
865	443	68
866	444	68
867	444	67
868	445	67
869	445	66
870	446	66
871	446	65
872	447	65
873	447	64
874	448	64
875	448	63
876	448	62
877	449	62
878	449	61
879	450	61
880	450	60
881	450	60
882	451	59
883	451	59
884	452	58
885	452	58
886	452	57
887	453	57
888	453	56
889	454	56
890	454	55
891	455	55
892	455	54
893	455	54
894	456	53
895	456	53
896	457	52
897	457	52
898	458	51
899	458	50
900	459	50
901	459	49
902	460	49
903	460	48
904	460	48
905	461	47
906	461	47
907	462	46
908	462	46
909	463	45
910	463	45
911	463	44
912	464	44
913	464	43
914	465	43
915	465	42
916	466	42
917	466	41
918	467	41
919	467	40
920	468	40
921	468	39
922	469	39
923	469	38
924	469	38
925	470	37
926	470	37
927	471	36
928	471	36
929	471	35
930	472	35
931	473	34
932	473	34
933	473	33
934	474	32
935	474	32
936	474	31
937	475	31
938	475	30
939	476	30
940	476	29
941	477	29
942	477	28
943	478	28
944	478	27
945	479	27
946	479	26
947	480	26
948	480	25
949	481	25
950	481	24
951	481	24
952	482	23
953	483	23
954	483	22
955	483	22
956	484	21
957	484	21
958	485	20
959	485	20
960	486	19
961	486	19
962	487	18
963	487	18
964	488	17
965	488	17
966	489	16
967	489	16
968	490	15
969	490	15
970	491	14
971	491	14
972	491	13
973	492	13
974	492	12
975	493	12
976	493	11
977	494	11
978	494	10
979	495	10
980	495	9
981	496	9
982	496	8
983	497	8
984	497	7
985	497	7
986	498	6
987	498	6
988	499	5
989	499	5
990	500	4
991	500	4
992	500	3
993	501	3
994	501	2
995	502	2
996	502	1
997	502	1
998	503	0
999	503	0
