iter	Passed	Remaining
719	2547	990
720	2550	986
721	2552	982
722	2555	978
723	2557	975
724	2560	971
725	2563	967
726	2571	965
727	2573	961
728	2574	957
729	2577	953
730	2578	948
731	2580	944
732	2582	940
733	2584	936
734	2587	932
735	2588	928
736	2590	924
737	2595	921
738	2597	917
739	2600	913
740	2602	909
741	2605	905
742	2608	902
743	2611	898
744	2613	894
745	2615	890
746	2617	886
747	2620	882
748	2623	879
749	2625	875
750	2628	871
751	2630	867
752	2633	863
753	2636	860
754	2639	856
755	2642	852
756	2645	849
757	2648	845
758	2651	841
759	2654	838
760	2656	834
761	2659	830
762	2661	826
763	2664	822
764	2666	819
765	2669	815
766	2672	811
767	2673	807
768	2676	804
769	2681	800
770	2684	797
771	2687	793
772	2692	790
773	2695	787
774	2699	783
775	2701	779
776	2704	776
777	2705	772
778	2708	768
779	2710	764
780	2713	760
781	2716	757
782	2718	753
783	2720	749
784	2723	746
785	2725	742
786	2728	738
787	2730	734
788	2732	730
789	2736	727
790	2737	723
791	2740	719
792	2742	715
793	2745	712
794	2747	708
795	2749	704
796	2752	701
797	2754	697
798	2756	693
799	2759	689
800	2761	686
801	2764	682
802	2767	679
803	2770	675
804	2773	671
805	2778	668
806	2781	665
807	2784	661
808	2787	658
809	2789	654
810	2792	650
811	2794	647
812	2797	643
813	2799	639
814	2801	635
815	2803	632
816	2806	628
817	2810	625
818	2813	621
819	2815	618
820	2817	614
821	2819	610
822	2822	607
823	2824	603
824	2827	599
825	2829	596
826	2831	592
827	2833	588
828	2834	584
829	2836	580
830	2838	577
831	2840	573
832	2842	569
833	2844	566
834	2846	562
835	2848	558
836	2849	555
837	2851	551
838	2854	547
839	2856	544
840	2858	540
841	2860	536
842	2863	533
843	2866	529
844	2868	526
845	2870	522
846	2872	518
847	2875	515
848	2876	511
849	2878	507
850	2880	504
851	2882	500
852	2884	497
853	2886	493
854	2889	489
855	2891	486
856	2893	482
857	2895	479
858	2896	475
859	2898	471
860	2901	468
861	2903	464
862	2905	461
863	2907	457
864	2910	454
865	2912	450
866	2914	447
867	2917	443
868	2919	440
869	2921	436
870	2922	432
871	2924	429
872	2926	425
873	2929	422
874	2930	418
875	2933	415
876	2935	411
877	2938	408
878	2940	404
879	2946	401
880	2954	399
881	2957	395
882	2965	392
883	2968	389
884	2970	386
885	2972	382
886	2975	379
887	2977	375
888	2979	372
889	2983	368
890	2989	365
891	2993	362
892	2997	359
893	3000	355
894	3002	352
895	3005	348
896	3009	345
897	3011	342
898	3013	338
899	3018	335
900	3023	332
901	3031	329
902	3036	326
903	3039	322
904	3041	319
905	3042	315
906	3045	312
907	3048	308
908	3050	305
909	3053	301
910	3055	298
911	3059	295
912	3066	292
913	3072	289
914	3076	285
915	3080	282
916	3083	279
917	3086	275
918	3088	272
919	3091	268
920	3093	265
921	3096	261
922	3099	258
923	3101	255
924	3105	251
925	3108	248
926	3112	245
927	3114	241
928	3120	238
929	3124	235
930	3127	231
931	3129	228
932	3132	224
933	3134	221
934	3137	218
935	3139	214
936	3141	211
937	3143	207
938	3145	204
939	3147	200
940	3150	197
941	3152	194
942	3155	190
943	3157	187
944	3160	183
945	3164	180
946	3167	177
947	3169	173
948	3171	170
949	3173	167
950	3175	163
951	3177	160
952	3179	156
953	3181	153
954	3182	149
955	3184	146
956	3187	143
957	3189	139
958	3191	136
959	3193	133
960	3195	129
961	3197	126
962	3200	122
963	3202	119
964	3205	116
965	3206	112
966	3209	109
967	3211	106
968	3214	102
969	3216	99
970	3220	96
971	3225	92
972	3229	89
973	3231	86
974	3236	82
975	3239	79
976	3244	76
977	3248	73
978	3251	69
979	3254	66
980	3256	63
981	3259	59
982	3261	56
983	3264	53
984	3266	49
985	3268	46
986	3271	43
987	3273	39
988	3276	36
989	3279	33
990	3283	29
991	3287	26
992	3290	23
993	3293	19
994	3296	16
995	3298	13
996	3301	9
997	3304	6
998	3307	3
999	3310	0
