iter	RMSE
130	0.2740614046
131	0.2729132536
132	0.2718194117
133	0.2710586076
134	0.2694686379
135	0.2682538176
136	0.2673105885
137	0.2662813693
138	0.2652762008
139	0.2644453241
140	0.2637605703
141	0.2627411852
142	0.2621401088
143	0.2611672377
144	0.2602257149
145	0.2594077807
146	0.2582654902
147	0.2573987359
148	0.2563906541
149	0.2558417252
150	0.2544560738
151	0.2535210207
152	0.2529695545
153	0.2519132968
154	0.2507802059
155	0.2498666576
156	0.2491348606
157	0.2484316961
158	0.2475790079
159	0.2470907043
160	0.2462958147
161	0.2454348498
162	0.244734061
163	0.2437759258
164	0.2430945136
165	0.2423088766
166	0.2413301901
167	0.2401051981
168	0.2392915001
169	0.2386348326
170	0.237852642
171	0.2371290123
172	0.2365115197
173	0.2359047422
174	0.2350467214
175	0.2344106588
176	0.2335256274
177	0.2327783796
178	0.2322900612
179	0.2315818767
180	0.2306755144
181	0.2299418891
182	0.2294566092
183	0.2287631665
184	0.2278922041
185	0.2271541011
186	0.2261756461
187	0.2256162652
188	0.2250800024
189	0.2244461899
190	0.2238238897
191	0.2232336975
192	0.2221735195
193	0.2216702144
194	0.2211574449
195	0.2204593582
196	0.2199918452
197	0.2194083672
198	0.2189874079
199	0.2183941428
200	0.2176441581
201	0.2172500168
202	0.216708237
203	0.2163407172
204	0.2157784459
205	0.2149204512
206	0.2142341216
207	0.2138080474
208	0.2132295208
209	0.212496233
210	0.2119712769
211	0.2115048024
212	0.210717452
213	0.2102424963
214	0.209641184
215	0.2091014852
216	0.2086913206
217	0.2081909534
218	0.2076103396
219	0.2073146387
220	0.2066832367
221	0.2059498563
222	0.205443093
223	0.2047965072
224	0.2044328488
225	0.2039049763
226	0.2034795693
227	0.202803172
228	0.2022117221
229	0.2017635521
230	0.2012428713
231	0.2007634398
232	0.2003099952
233	0.1997585369
234	0.1993818513
235	0.1986828946
236	0.1983219093
237	0.1977724885
238	0.1974129362
239	0.1967993168
240	0.1963597986
241	0.195673332
242	0.1952285567
243	0.1947297705
244	0.1944750444
245	0.1939694694
246	0.1934921212
247	0.1929491353
248	0.1926239638
249	0.1921985538
250	0.1916452771
251	0.1911308248
252	0.1908426809
253	0.1902991607
254	0.1898004495
255	0.1894866599
256	0.1891094857
257	0.1885947367
258	0.1879640879
259	0.1873247706
260	0.1869684954
261	0.1861691023
262	0.1857346975
263	0.1853649688
264	0.1847646869
265	0.1843309079
266	0.1837755983
267	0.1834205406
268	0.1830560869
269	0.1826764372
270	0.182358682
271	0.1818983425
272	0.1816178641
273	0.1812212647
274	0.1809157284
275	0.18067034
276	0.1802312213
277	0.1796665369
278	0.1792349927
279	0.1787331553
280	0.1782978138
281	0.1779743093
282	0.1776657241
283	0.1774185387
284	0.1769188522
285	0.1766601959
286	0.1763262747
287	0.1760158655
288	0.1755798716
289	0.1749942116
290	0.1745719576
291	0.1742313174
292	0.173898979
293	0.1733880198
294	0.1729124702
295	0.1726465556
296	0.172254701
297	0.1719832083
298	0.1715537314
299	0.1713544462
300	0.1710896011
301	0.1708141336
302	0.1704222531
303	0.1699708932
304	0.1696689521
305	0.1693311136
306	0.1690341117
307	0.1684926162
308	0.1682864457
309	0.1679518436
310	0.1676044103
311	0.1669897476
312	0.1666900612
313	0.1663193124
314	0.1659320579
315	0.1655151406
316	0.1652776422
317	0.1648227313
318	0.1642807559
319	0.1638368189
320	0.1636071686
321	0.1633374907
322	0.1630656874
323	0.1627788762
324	0.1624054232
325	0.1621646877
326	0.1617006205
327	0.1612748878
328	0.1612049522
329	0.1608965922
330	0.1605168412
331	0.1601826885
332	0.1600906967
333	0.1597334225
334	0.159427378
335	0.1590935547
336	0.1588241907
337	0.1584387124
338	0.1581642607
339	0.1577572175
340	0.1574361117
341	0.1571904913
342	0.1568187806
343	0.1564347007
344	0.1562227813
345	0.1558218638
346	0.1555462452
347	0.1551560265
348	0.1550848847
349	0.1548918041
350	0.1546792166
351	0.1543500308
352	0.1541854876
353	0.1540572984
354	0.153698769
355	0.1533502952
356	0.1529865602
357	0.1526812254
358	0.1524005176
359	0.15207209
360	0.1517730494
361	0.1516585209
362	0.1513748195
363	0.1510754702
364	0.1506708051
365	0.150225592
366	0.1499140236
367	0.1495192888
368	0.1493001001
369	0.1491745234
370	0.1488392767
371	0.1485020245
372	0.1483882943
373	0.1481490402
374	0.1477649494
375	0.147645221
376	0.1474066637
377	0.1470134205
378	0.1467152823
379	0.1463876731
380	0.1461428411
381	0.1458435485
382	0.1455701126
383	0.1453754646
384	0.1450299235
385	0.144891928
386	0.1444189692
387	0.1441253771
388	0.1439379312
389	0.1436212532
390	0.1433972324
391	0.1430328974
392	0.1427450189
393	0.1423747313
394	0.1422054842
395	0.142126683
396	0.1418155973
397	0.1416164559
398	0.1413456292
399	0.1412742592
400	0.1409792475
401	0.1407802149
402	0.140560868
403	0.1402940428
404	0.1399898057
405	0.139760528
406	0.1394596023
407	0.1394194623
408	0.1391568529
409	0.1389336213
410	0.138774953
411	0.1385944557
412	0.1383866453
413	0.1380444887
414	0.1377000349
415	0.1375413084
416	0.1373134952
417	0.1369444153
418	0.136546045
419	0.1362119391
420	0.135951153
421	0.1358533319
422	0.1356605155
423	0.1355544152
424	0.1354189448
425	0.1352610085
426	0.1350239627
427	0.1349742368
428	0.1348854184
429	0.1346557625
430	0.1342989569
431	0.1341491857
432	0.1339054068
433	0.1338667149
434	0.1337952806
435	0.1334941914
436	0.1331894586
437	0.1329624346
438	0.1327109226
439	0.1325096575
440	0.1324255594
441	0.1323300078
442	0.1321501084
443	0.1320679966
444	0.1317696632
445	0.1317086042
446	0.1315167309
447	0.1314010186
448	0.1311555768
449	0.1309382369
450	0.1309056861
451	0.1306670356
452	0.1304592426
453	0.1300762943
454	0.130000504
455	0.1297290018
456	0.1294428753
457	0.1292678024
458	0.129122147
459	0.1289735232
460	0.1287150794
461	0.1286872315
462	0.1286109574
463	0.128294406
464	0.1281100742
465	0.1280297974
466	0.1279509315
467	0.127580373
468	0.1273291942
469	0.127048452
470	0.1268533136
471	0.1265537874
472	0.1263130826
473	0.1262385137
474	0.1260474081
475	0.1256907903
476	0.1254994982
477	0.1253365264
478	0.1250538483
479	0.1249201463
480	0.1246709658
481	0.1244277147
482	0.1242590569
483	0.1240200277
484	0.1237629484
485	0.1235325098
486	0.1233226007
487	0.1230327355
488	0.1228261973
489	0.1225848483
490	0.1224933638
491	0.1222868131
492	0.1220176381
493	0.1216322042
494	0.1213224714
495	0.1209837619
496	0.1208696373
497	0.1207047757
498	0.1204173158
499	0.1201554239
500	0.1198976932
501	0.1197996509
502	0.1195219607
503	0.1193288549
504	0.1192150698
505	0.1190536617
506	0.1189159227
507	0.118849596
508	0.1185986026
509	0.1182809645
510	0.1181606705
511	0.1179418087
512	0.1178281832
513	0.117577857
514	0.1173574123
515	0.1171051451
516	0.1167625425
517	0.116618953
518	0.1164205271
519	0.1162061901
520	0.115960559
521	0.1156783626
522	0.1154583971
523	0.1152690137
524	0.1149753422
525	0.1149124322
526	0.1148004765
527	0.1146609518
528	0.1145613247
529	0.1142519843
530	0.1140938242
531	0.1138782292
532	0.1136163119
533	0.1135048982
534	0.1132832279
535	0.1132407757
536	0.113041605
537	0.1128912698
538	0.1128390765
539	0.1125792238
540	0.1122455974
541	0.1119497675
542	0.1117650894
543	0.1116200123
544	0.1114586576
545	0.1112013545
546	0.1109757226
547	0.1108755624
548	0.1107546663
549	0.1105135273
550	0.1104098585
551	0.1103194371
552	0.1101641638
553	0.1101274625
554	0.1098999506
555	0.1096490977
556	0.1095984085
557	0.1094494846
558	0.1092106077
559	0.1091174769
560	0.1089827948
561	0.1086764167
562	0.1084711271
563	0.1083508991
564	0.1081582225
565	0.1079199223
566	0.1078967585
567	0.1077438598
568	0.1075131229
569	0.1073675608
570	0.1072197426
571	0.1069265337
572	0.1067910763
573	0.1066970146
574	0.1066273207
575	0.1063821033
576	0.1063088689
577	0.1061864083
578	0.1060291985
579	0.1058289669
580	0.1057187014
581	0.1055028512
582	0.105368198
583	0.1052643277
584	0.1050717729
585	0.1048079601
586	0.1045697002
587	0.1043647132
588	0.1041932391
589	0.1039415277
590	0.1036278424
591	0.1033925043
592	0.1031590523
593	0.1031085393
594	0.1029680347
595	0.1027538481
596	0.1026372034
597	0.1025257201
598	0.1022997062
599	0.1022590084
600	0.1021325264
601	0.1020432879
602	0.1019222524
603	0.1018887978
604	0.1018754188
605	0.1016175341
606	0.1014349514
607	0.101195609
608	0.1010332052
609	0.1008673655
610	0.1007251282
611	0.1005076104
612	0.1002257876
613	0.09991697065
614	0.0998430125
615	0.09974729778
616	0.09966693504
617	0.09941620563
618	0.09935464108
619	0.09923027623
620	0.09918494508
621	0.09894592215
622	0.09881468523
623	0.0986085207
624	0.09841724483
625	0.09822468476
626	0.097990665
627	0.09778968046
628	0.09760331341
629	0.09744125391
630	0.09733024434
631	0.09727779658
632	0.09717083284
633	0.09706119897
634	0.096942136
635	0.09675380278
636	0.09659652908
637	0.0964480363
638	0.09626548921
639	0.09616051604
640	0.09594405113
641	0.09589735805
642	0.09571897629
643	0.095554581
644	0.09540342612
645	0.09528345751
646	0.0951099243
647	0.09496926063
648	0.0948863626
649	0.09486247358
650	0.09470164308
651	0.09455096089
652	0.09438916268
653	0.09423312366
654	0.09408519661
655	0.09382908643
656	0.09378583385
657	0.09367012101
658	0.09349431869
659	0.09321074099
660	0.09313607049
661	0.0929667159
662	0.09279578132
663	0.09270481349
664	0.0925910442
665	0.09253152915
666	0.09228868986
667	0.09212877699
668	0.09194861371
669	0.09178958865
670	0.09163921797
671	0.09152045156
672	0.09142482821
673	0.09124026845
674	0.09115290844
675	0.09111672782
676	0.09102424816
677	0.09097498534
678	0.09087357635
679	0.09079974099
680	0.09064629147
681	0.09052627468
682	0.09042855733
683	0.09023637869
684	0.09019102838
685	0.09004100316
686	0.08987567179
687	0.08976183701
688	0.08962534707
689	0.08954985077
690	0.08941772808
691	0.08921103993
692	0.08904174811
693	0.08898916516
694	0.08890545281
695	0.0887580208
696	0.08864346679
697	0.08852131992
698	0.08838482969
699	0.08817487097
700	0.08803358374
701	0.08784765942
702	0.08775811225
703	0.0875855764
704	0.08745669296
705	0.08740650779
706	0.08723104178
707	0.08712047591
708	0.08694200095
709	0.08687260845
710	0.08674958857
711	0.0865450898
712	0.08642801236
713	0.08633730521
714	0.08613763197
715	0.08597012637
716	0.08583958623
717	0.08575846097
718	0.085587671
719	0.08546348303
720	0.08539142332
721	0.08526007675
722	0.08503483506
723	0.08491470526
724	0.08480070664
725	0.08463992118
726	0.08450978226
727	0.08441276451
728	0.08429542526
729	0.0841913397
730	0.08412085388
731	0.08395120284
732	0.08385234466
733	0.08372859095
734	0.08352198637
735	0.08333989515
736	0.08330370783
737	0.08325357723
738	0.08314351782
739	0.08296840324
740	0.08289431266
741	0.08280292514
742	0.08267159293
743	0.08247330642
744	0.08240572763
745	0.08224437557
746	0.08205842319
747	0.0819953225
748	0.08185683146
749	0.08170941237
750	0.08147915427
751	0.08137143147
752	0.08116379474
753	0.08094312971
754	0.08076097091
755	0.08058093199
756	0.08045827731
757	0.08037447444
758	0.08027656984
759	0.08010910004
760	0.0799946097
761	0.07992169487
762	0.07976797643
763	0.07967540854
764	0.07950531501
765	0.07943550017
766	0.0793813925
767	0.07934929057
768	0.07921750122
769	0.07910150931
770	0.07904869619
771	0.07889873051
772	0.0787256622
773	0.07856599122
774	0.07847083905
775	0.0783222691
776	0.07821807233
777	0.0780978868
778	0.0779939776
779	0.07780481129
780	0.07767613377
781	0.07756309593
782	0.07751749669
783	0.07737576002
784	0.07732226616
785	0.07721870511
786	0.0771224498
787	0.07704167338
788	0.076909923
789	0.07675700427
790	0.07658975933
791	0.0765572107
792	0.07649119694
793	0.07644277514
794	0.07633765998
795	0.07628430438
796	0.07622305146
797	0.07617572328
798	0.07606990546
799	0.07589185085
800	0.07573281445
801	0.07559735803
802	0.07550299501
803	0.07540577961
804	0.07528714887
805	0.07525541127
806	0.07511607591
807	0.07500581998
808	0.07491367589
809	0.07476600503
810	0.07471871496
811	0.07456966406
812	0.07447175812
813	0.07434731687
814	0.07425424478
815	0.07420344689
816	0.07409085141
817	0.07404931236
818	0.07398770585
819	0.07394445318
820	0.07387704767
821	0.07373554133
822	0.07357769013
823	0.07349862775
824	0.07345806794
825	0.07340362856
826	0.07333275886
827	0.07321518876
828	0.07309590322
829	0.07300340415
830	0.07285824005
831	0.07266578064
832	0.07251138041
833	0.07246749508
834	0.07238964682
835	0.07227576175
836	0.07222812217
837	0.07212688578
838	0.07202995259
839	0.07194180281
840	0.07187382608
841	0.07180477278
842	0.07177428147
843	0.0716340054
844	0.07146252468
845	0.07133540605
846	0.07119129606
847	0.07111834597
848	0.07103912519
849	0.07096754173
850	0.07091623789
851	0.07088005918
852	0.07083217114
853	0.07077479023
854	0.07073803405
855	0.07069702032
856	0.07055199958
857	0.07046353381
858	0.07040006491
859	0.07022877769
860	0.0701859972
861	0.07002054645
862	0.06982933064
863	0.06976145401
864	0.06964350933
865	0.06951233966
866	0.06942172585
867	0.06930287122
868	0.06924186963
869	0.06914793488
870	0.06905433748
871	0.06896985663
872	0.06885942621
873	0.06868575004
874	0.06865911042
875	0.06845874022
876	0.06836560243
877	0.06832826506
878	0.06824284169
879	0.06818215068
880	0.06807867189
881	0.06789931993
882	0.06773871828
883	0.06770945205
884	0.0676937108
885	0.06764682401
886	0.06754532475
887	0.06752721597
888	0.06748880531
889	0.06747584839
890	0.06733345604
891	0.06716118301
892	0.06706788574
893	0.06691090328
894	0.06682440808
895	0.06677103422
896	0.06664272957
897	0.06659421923
898	0.06646668389
899	0.06632013293
900	0.0662446771
901	0.06622698444
902	0.06607257974
903	0.06595161591
904	0.06582016963
905	0.06571039777
906	0.06562875378
907	0.06550168633
908	0.06537295313
909	0.06522971756
910	0.06516432815
911	0.06500412663
912	0.06489034831
913	0.06488012148
914	0.06483891515
915	0.06478252837
916	0.06468141079
917	0.0646242312
918	0.06446537153
919	0.06443071565
920	0.06436793407
921	0.06434463798
922	0.06422737273
923	0.06418625512
924	0.06412905155
925	0.06394102882
926	0.06384704647
927	0.06380233002
928	0.06368407704
929	0.0636648575
930	0.06355911126
931	0.06351756494
932	0.06348502243
933	0.06335707969
934	0.06327367227
935	0.06314485733
936	0.06304717135
937	0.0630232797
938	0.06290782104
939	0.0628980594
940	0.06289032652
941	0.06280841195
942	0.06271261704
943	0.0626805839
944	0.06260846404
945	0.06248410908
946	0.06240263342
947	0.06231906353
948	0.06222224123
949	0.06212625898
950	0.06204843747
951	0.06192544345
952	0.06180045401
953	0.06168662624
954	0.06158239517
955	0.0615747923
956	0.06146993419
957	0.06139142873
958	0.06130960482
959	0.0611905842
960	0.06109891295
961	0.06107029731
962	0.06097157616
963	0.06090733867
964	0.06083101355
965	0.06074985562
966	0.060666478
967	0.06065904957
968	0.06057858895
969	0.0605696597
970	0.06047054951
971	0.0604477864
972	0.06040344313
973	0.06033666114
974	0.06027925695
975	0.06020590038
976	0.06008785901
977	0.05996827746
978	0.05988941806
979	0.05981245054
980	0.05974639295
981	0.05963957237
982	0.05963105705
983	0.05955624746
984	0.05954974552
985	0.05948488
986	0.05940402642
987	0.05936020197
988	0.05920073552
989	0.05918309563
990	0.05910860672
991	0.05906265644
992	0.05897506486
993	0.05894061401
994	0.05886903846
995	0.05883285869
996	0.05872805337
997	0.05867269351
998	0.05855699825
999	0.05841331216
